pollster,median_date,age,n,loess_weight,party,pct,region
Abacus Data,2020-07-15,413,1500,6.223329772884783,People's,NA,National
Léger,2020-07-11,417,1523,6.247049911932488,People's,NA,National
Léger,2020-07-04,424,1517,6.240888092916015,People's,NA,National
Léger,2020-06-28,430,1524,6.248075110935068,People's,NA,National
Mainstreet Research,2020-06-26,432,1283,5.984896772471906,People's,0.03,National
Innovative Research,2020-06-21,437,1048,5.689712480651135,People's,NA,National
Léger,2020-06-20,438,1521,6.244997998398398,People's,NA,National
Abacus Data,2020-06-17,441,2979,7.387842458795447,People's,0.02,National
EKOS,2020-06-14,444,3006,7.404525686868214,People's,0.04,National
Léger,2020-06-13,445,1527,6.251147683838532,People's,NA,National
Abacus Data,2020-06-09,449,1780,6.495386533491134,People's,NA,National
Léger,2020-06-06,452,1523,6.247049911932488,People's,NA,National
Innovative Research,2020-05-31,458,1500,6.223329772884783,People's,NA,National
Léger,2020-05-30,459,1536,6.260338320293149,People's,NA,National
Abacus Data,2020-05-28,461,1800,6.5135556243263055,People's,NA,National
Léger,2020-05-24,465,1510,6.2336761590133065,People's,NA,National
Angus Reid,2020-05-22,467,5001,8.409384569214835,People's,NA,National
Léger,2020-05-16,473,1513,6.236770051681676,People's,NA,National
Abacus Data,2020-05-16,473,1800,6.5135556243263055,People's,NA,National
Léger,2020-05-09,480,1526,6.250123996309931,People's,NA,National
Mainstreet Research,2020-05-07,482,1232,5.924513275330598,People's,0.03,National
EKOS,2020-05-04,485,5276,8.522680282008677,People's,0.03,National
Innovative Research,2020-05-03,486,1287,5.989556096181436,People's,NA,National
Léger,2020-05-02,487,1526,6.250123996309931,People's,NA,National
Research Co.,2020-05-02,487,1000,5.623413251903491,People's,0.01,National
Nanos Research,2020-05-01,488,1000,5.623413251903491,People's,NA,National
Léger,2020-04-25,494,1515,6.238830091616307,People's,NA,National
Abacus Data,2020-04-22,497,2481,7.057594322547102,People's,NA,National
Angus Reid,2020-04-16,503,1912,6.612595724687159,People's,NA,National
Léger,2020-04-11,508,1508,6.231611001811265,People's,NA,National
Innovative Research,2020-04-01,518,1500,6.223329772884783,People's,0.02,National
EKOS,2020-03-23,527,2304,6.928203230275509,People's,0.02,National
Mainstreet Research,2020-03-17,533,1665,6.387833085343287,People's,0.02,National
Léger,2020-03-01,549,1540,6.264410087206709,People's,NA,National
Angus Reid,2020-02-26,553,5043,8.426985410591618,People's,NA,National
Campaign Research,2020-02-25,554,1606,6.330476271105339,People's,NA,National
Nanos Research,2020-02-21,558,1000,5.623413251903491,People's,0.01,National
Léger,2020-01-30,580,1501,6.224366735308985,People's,NA,National
Léger,2020-01-19,591,1552,6.276577985429992,People's,NA,National
Mainstreet Research,2020-01-17,593,1470,6.191976988439285,People's,0.03,National
Abacus Data,2020-01-17,593,1500,6.223329772884783,People's,0.03,National
Léger,2020-01-05,605,1554,6.278599102415606,People's,NA,National
Abacus Data,2019-12-14,627,1500,6.223329772884783,People's,NA,National
Angus Reid,2019-12-13,628,2011,6.696579324517654,People's,NA,National
EKOS,2019-12-07,634,2339,6.954366193793291,People's,0.04,National
Nanos Research,2019-11-29,642,1000,5.623413251903491,People's,0.01,National
Léger,2019-11-21,650,3040,7.425375075264609,People's,0.03,National
Léger,2021-08-29,3,2005,6.691578763974629,Liberal,0.35,Atlantic
Ipsos,2021-08-29,3,1501,6.224366735308985,Liberal,0.53,Atlantic
Research Co.,2021-08-29,3,1000,5.623413251903491,Liberal,0.4,Atlantic
EKOS,2021-08-29,3,936,3.19343686757474,Liberal,0.34,Atlantic
EKOS,2021-08-28,4,1226,2.9586433884477863,Liberal,0.42,Atlantic
Angus Reid,2021-08-28,4,1639,6.362748223841198,Liberal,0.39,Atlantic
Abacus Data,2021-08-27,5,2000,6.68740304976422,Liberal,0.5,Atlantic
EKOS,2021-08-27,5,1157,2.9161062524962076,Liberal,0.43,Atlantic
EKOS,2021-08-26,6,1410,3.0639013818592944,Liberal,0.43,Atlantic
EKOS,2021-08-25,7,1410,3.0639013818592944,Liberal,0.44,Atlantic
EKOS,2021-08-24,8,1339,3.0245805050892582,Liberal,0.37,Atlantic
EKOS,2021-08-23,9,1222,2.9562271811337957,Liberal,0.38,Atlantic
Ipsos,2021-08-22,10,1500,6.223329772884783,Liberal,0.52,Atlantic
EKOS,2021-08-22,10,1183,2.932352598334641,Liberal,0.43,Atlantic
Angus Reid,2021-08-22,10,1692,6.413573699771935,Liberal,0.37,Atlantic
Léger,2021-08-21,11,2002,6.6890742739480915,Liberal,0.4,Atlantic
EKOS,2021-08-21,11,1192,2.9379139284220077,Liberal,0.45,Atlantic
Earnscliffe Strategy Group,2021-08-21,11,1527,6.251147683838532,Liberal,0.38,Atlantic
Abacus Data,2021-08-20,12,2000,6.68740304976422,Liberal,0.42,Atlantic
EKOS,2021-08-20,12,1293,2.998262379809779,Liberal,0.52,Atlantic
EKOS,2021-08-19,13,1444,3.082207001484488,Liberal,0.47,Atlantic
EKOS,2021-08-18,14,1426,3.0725565567210644,Liberal,0.39,Atlantic
EKOS,2021-08-17,15,1281,2.991281512008965,Liberal,0.37,Atlantic
Counsel Public Affairs,2021-08-17,15,3499,7.691056213855221,Liberal,0.32,Atlantic
Angus Reid,2021-08-16,16,1614,6.338345119445717,Liberal,0.41,Atlantic
Ipsos,2021-08-15,17,2001,6.6882388184551305,Liberal,0.49,Atlantic
EKOS,2021-08-15,17,799,3.0695595802549667,Liberal,0.33,Atlantic
Forum Research,2021-08-15,17,1203,2.9446685039257496,Liberal,0.33,Atlantic
Léger,2021-08-14,18,2007,6.693246863010824,Liberal,0.41,Atlantic
Mainstreet Research,2021-08-14,18,1331,6.0401053545372365,Liberal,0.4,Atlantic
Abacus Data,2021-08-14,18,1500,6.223329772884783,Liberal,0.47,Atlantic
EKOS,2021-08-14,18,849,3.1164940006716377,Liberal,0.34,Atlantic
Innovative Research,2021-08-14,18,1200,5.885661912765424,Liberal,0.49,Atlantic
Earnscliffe Strategy Group,2021-08-14,18,1515,6.238830091616307,Liberal,0.36,Atlantic
Léger,2021-08-12,20,1615,6.339326667306255,Liberal,0.47,Atlantic
Mainstreet Research,2021-08-11,21,909,5.490867587491313,Liberal,0.5,Atlantic
Abacus Data,2021-08-09,23,3000,7.400828044922853,Liberal,0.47,Atlantic
Angus Reid,2021-08-09,23,1615,6.339326667306255,Liberal,0.46,Atlantic
Angus Reid,2021-08-01,31,1605,6.329490599410055,Liberal,0.4,Atlantic
Léger,2021-07-31,32,2079,6.752484910069181,Liberal,0.5,Atlantic
Abacus Data,2021-07-31,32,2000,6.68740304976422,Liberal,0.51,Atlantic
Innovative Research,2021-07-30,33,1500,6.223329772884783,Liberal,0.4,Atlantic
Mainstreet Research,2021-07-25,38,1299,6.003469212203907,Liberal,0.44,Atlantic
Angus Reid,2021-07-25,38,1606,6.330476271105339,Liberal,0.42,Atlantic
Ipsos,2021-07-20,43,1000,5.623413251903491,Liberal,0.48,Atlantic
EKOS,2021-07-18,45,1037,5.674723286311786,Liberal,0.53,Atlantic
Léger,2021-07-17,46,2069,6.744350351381268,Liberal,0.47,Atlantic
Angus Reid,2021-07-15,48,1625,6.349117162369328,Liberal,0.43,Atlantic
Léger,2021-07-02,61,1518,6.24191633054756,Liberal,0.39,Atlantic
Abacus Data,2021-06-29,64,1500,6.223329772884783,Liberal,0.53,Atlantic
Ipsos,2021-06-20,73,1501,6.224366735308985,Liberal,0.46,Atlantic
Abacus Data,2021-06-20,73,2070,6.745165132471502,Liberal,0.5,Atlantic
Léger,2021-06-19,74,1542,6.266442996799997,Liberal,0.41,Atlantic
Mainstreet Research,2021-06-13,80,1291,5.994204571621106,Liberal,0.51,Atlantic
Research Co.,2021-06-13,80,1000,5.623413251903491,Liberal,0.49,Atlantic
Abacus Data,2021-06-13,80,1500,6.223329772884783,Liberal,0.46,Atlantic
EKOS,2021-06-11,82,1412,6.129974588537205,Liberal,0.57,Atlantic
Léger,2021-06-05,88,1539,6.2633928897895315,Liberal,0.41,Atlantic
Angus Reid,2021-06-05,88,4948,8.38701505783052,Liberal,0.44,Atlantic
Counsel Public Affairs,2021-06-03,90,3175,7.506473096463027,Liberal,0.37,Atlantic
Abacus Data,2021-05-27,97,2000,6.68740304976422,Liberal,0.45,Atlantic
Léger,2021-05-22,102,1624,6.348140149620184,Liberal,0.41,Atlantic
Mainstreet Research,2021-05-22,102,1332,6.041239540176281,Liberal,0.45,Atlantic
Innovative Research,2021-05-20,104,2000,6.68740304976422,Liberal,0.47,Atlantic
Angus Reid,2021-05-16,108,1601,6.325543300577833,Liberal,0.43,Atlantic
Léger,2021-05-15,109,1516,6.2398593468013015,Liberal,0.54,Atlantic
Ipsos,2021-05-13,111,1001,5.624818578328793,Liberal,0.5,Atlantic
Abacus Data,2021-05-10,114,1500,6.223329772884783,Liberal,0.41,Atlantic
Léger,2021-05-08,116,1529,6.253193551461069,Liberal,0.44,Atlantic
EKOS,2021-05-04,120,1808,6.520780877390268,Liberal,0.41,Atlantic
Innovative Research,2021-04-30,124,2000,6.68740304976422,Liberal,0.49,Atlantic
Léger,2021-04-24,130,1548,6.272529884011076,Liberal,0.41,Atlantic
Abacus Data,2021-04-23,131,2201,6.849439131999028,Liberal,0.5,Atlantic
EKOS,2021-04-23,131,2902,7.339633124661104,Liberal,0.4,Atlantic
Angus Reid,2021-04-23,131,2008,6.694080445051147,Liberal,0.46,Atlantic
Ipsos,2021-04-21,133,1000,5.623413251903491,Liberal,0.61,Atlantic
Abacus Data,2021-04-19,135,1900,6.602195804079635,Liberal,0.54,Atlantic
Mainstreet Research,2021-04-18,136,1246,5.941273027680649,Liberal,0.48,Atlantic
Abacus Data,2021-04-12,142,1981,6.671463570202252,Liberal,0.46,Atlantic
Léger,2021-04-10,144,1504,6.22747451695554,Liberal,0.46,Atlantic
Ipsos,2021-04-08,146,1001,5.624818578328793,Liberal,0.56,Atlantic
Innovative Research,2021-04-08,146,1500,6.223329772884783,Liberal,0.48,Atlantic
Campaign Research,2021-04-07,147,2880,7.325683002969413,Liberal,0.47,Atlantic
Stratcom,2021-04-02,152,6537,8.991758233114847,Liberal,0.35,Atlantic
Abacus Data,2021-03-28,157,2000,6.68740304976422,Liberal,0.51,Atlantic
Léger,2021-03-27,158,1523,6.247049911932488,Liberal,0.45,Atlantic
Mainstreet Research,2021-03-22,163,1939,6.635817787779287,Liberal,0.46,Atlantic
Abacus Data,2021-03-15,170,2000,6.68740304976422,Liberal,0.45,Atlantic
Léger,2021-03-13,172,1512,6.23573926575247,Liberal,0.46,Atlantic
Research Co.,2021-03-13,172,1000,5.623413251903491,Liberal,0.46,Atlantic
Abacus Data,2021-03-04,181,2000,6.68740304976422,Liberal,0.42,Atlantic
Ipsos,2021-03-03,182,1000,5.623413251903491,Liberal,0.38,Atlantic
Angus Reid,2021-03-01,184,5004,8.410645441065125,Liberal,0.44,Atlantic
Léger,2021-02-27,186,1532,6.256258592926115,Liberal,0.49,Atlantic
Mainstreet Research,2021-02-24,189,1476,6.198285684332168,Liberal,0.52,Atlantic
Angus Reid,2021-02-15,198,1987,6.676509430536688,Liberal,0.43,Atlantic
Léger,2021-02-13,200,1535,6.259319136161653,Liberal,0.58,Atlantic
Ipsos,2021-02-09,204,1000,5.623413251903491,Liberal,0.53,Atlantic
Abacus Data,2021-02-01,212,3930,7.917683504323087,Liberal,0.39,Atlantic
Léger,2021-01-30,214,1559,6.283643373457732,Liberal,0.46,Atlantic
Campaign Research,2021-01-29,215,2413,7.008730010726661,Liberal,0.47,Atlantic
Angus Reid,2021-01-22,222,1468,6.189869798415475,Liberal,0.43,Atlantic
Mainstreet Research,2021-01-20,224,3132,7.480927370221749,Liberal,0.52,Atlantic
Innovative Research,2021-01-20,224,2000,6.68740304976422,Liberal,0.47,Atlantic
Léger,2021-01-16,228,1516,6.2398593468013015,Liberal,0.41,Atlantic
EKOS,2021-01-16,228,13730,10.82474400045822,Liberal,0.38,Atlantic
Abacus Data,2021-01-10,234,2000,6.68740304976422,Liberal,0.38,Atlantic
Ipsos,2021-01-06,238,1000,5.623413251903491,Liberal,0.43,Atlantic
Léger,2021-01-01,243,1506,6.229543789384943,Liberal,0.48,Atlantic
Abacus Data,2020-12-16,259,2200,6.848661007688605,Liberal,0.38,Atlantic
Ipsos,2020-12-13,262,1000,5.623413251903491,Liberal,0.53,Atlantic
Research Co.,2020-12-13,262,1000,5.623413251903491,Liberal,0.44,Atlantic
Léger,2020-12-12,263,1528,6.252170868697058,Liberal,0.49,Atlantic
Campaign Research,2020-12-02,273,1956,6.650314938030526,Liberal,0.4,Atlantic
Léger,2020-11-28,277,1516,6.2398593468013015,Liberal,0.45,Atlantic
Angus Reid,2020-11-27,278,5003,8.410225213456776,Liberal,0.47,Atlantic
Mainstreet Research,2020-11-25,280,1341,6.051418581390739,Liberal,0.47,Atlantic
Ipsos,2020-11-22,283,1001,5.624818578328793,Liberal,0.52,Atlantic
Abacus Data,2020-11-21,284,2919,7.350358537987137,Liberal,0.47,Atlantic
EKOS,2020-11-20,285,5240,8.508104623440842,Liberal,0.41,Atlantic
Léger,2020-11-14,291,1522,6.2460242079471895,Liberal,0.48,Atlantic
Abacus Data,2020-11-09,296,1664,6.38687373514948,Liberal,0.41,Atlantic
Léger,2020-11-07,298,1534,6.258299453935732,Liberal,0.43,Atlantic
Angus Reid,2020-11-07,298,1602,6.326530818100786,Liberal,0.47,Atlantic
Léger,2020-10-31,305,1516,6.2398593468013015,Liberal,0.47,Atlantic
Ipsos,2020-10-25,311,1000,5.623413251903491,Liberal,0.39,Atlantic
Léger,2020-10-24,312,1523,6.247049911932488,Liberal,0.55,Atlantic
Mainstreet Research,2020-10-21,315,1328,6.036698958584666,Liberal,0.43,Atlantic
EKOS,2020-10-18,318,1416,6.1343113260131785,Liberal,0.51,Atlantic
Léger,2020-10-17,319,1512,6.23573926575247,Liberal,0.46,Atlantic
Léger,2020-10-10,326,1539,6.2633928897895315,Liberal,0.57,Atlantic
Léger,2020-10-03,333,1000,5.623413251903491,Liberal,0.55,Atlantic
Léger,2020-09-26,340,1507,6.230577652799405,Liberal,0.41,Atlantic
Abacus Data,2020-09-26,340,2440,7.028254131782222,Liberal,0.43,Atlantic
Mainstreet Research,2020-09-23,343,1307,6.012691158295962,Liberal,0.45,Atlantic
Abacus Data,2020-09-20,346,1500,6.223329772884783,Liberal,0.54,Atlantic
Léger,2020-09-19,347,1538,6.2623751965412575,Liberal,0.46,Atlantic
Ipsos,2020-09-13,353,1000,5.623413251903491,Liberal,0.43,Atlantic
Campaign Research,2020-09-13,353,2389,6.991237203771572,Liberal,0.57,Atlantic
Léger,2020-09-12,354,1539,6.2633928897895315,Liberal,0.44,Atlantic
Research Co.,2020-09-12,354,1000,5.623413251903491,Liberal,0.45,Atlantic
Innovative Research,2020-09-10,356,1000,5.623413251903491,Liberal,0.4,Atlantic
Léger,2020-09-05,361,1529,6.253193551461069,Liberal,0.49,Atlantic
Abacus Data,2020-09-01,365,2289,6.91689922260132,Liberal,0.39,Atlantic
Angus Reid,2020-08-30,367,5005,8.41106560569444,Liberal,0.46,Atlantic
Léger,2020-08-29,368,1521,6.244997998398398,Liberal,0.57,Atlantic
Léger,2020-08-22,375,1516,6.2398593468013015,Liberal,0.44,Atlantic
Innovative Research,2020-08-22,375,2000,6.68740304976422,Liberal,0.47,Atlantic
Ipsos,2020-08-18,379,2000,6.68740304976422,Liberal,0.52,Atlantic
Abacus Data,2020-08-17,380,1500,6.223329772884783,Liberal,0.38,Atlantic
Léger,2020-08-15,382,1510,6.2336761590133065,Liberal,0.4,Atlantic
Innovative Research,2020-08-13,384,1000,5.623413251903491,Liberal,0.41,Atlantic
Campaign Research,2020-08-12,385,2013,6.698243691323055,Liberal,0.28,Atlantic
Léger,2020-08-08,389,1513,6.236770051681676,Liberal,0.52,Atlantic
Léger,2020-08-01,396,1531,6.25523741300262,Liberal,0.54,Atlantic
Abacus Data,2020-07-28,400,1500,6.223329772884783,Liberal,0.44,Atlantic
Léger,2020-07-25,403,1517,6.240888092916015,Liberal,0.37,Atlantic
EKOS,2020-07-20,408,1505,6.228509410969983,Liberal,0.45,Atlantic
Léger,2020-07-18,410,1524,6.248075110935068,Liberal,0.42,Atlantic
Innovative Research,2020-07-17,411,2000,6.68740304976422,Liberal,0.49,Atlantic
Abacus Data,2020-07-15,413,1500,6.223329772884783,Liberal,0.35,Atlantic
Léger,2020-07-11,417,1523,6.247049911932488,Liberal,0.56,Atlantic
Léger,2020-07-04,424,1517,6.240888092916015,Liberal,0.5,Atlantic
Léger,2020-06-28,430,1524,6.248075110935068,Liberal,0.56,Atlantic
Mainstreet Research,2020-06-26,432,1283,5.984896772471906,Liberal,0.53,Atlantic
Léger,2020-06-20,438,1521,6.244997998398398,Liberal,0.51,Atlantic
Abacus Data,2020-06-17,441,2979,7.387842458795447,Liberal,0.47,Atlantic
EKOS,2020-06-14,444,3006,7.404525686868214,Liberal,0.53,Atlantic
Léger,2020-06-13,445,1527,6.251147683838532,Liberal,0.5,Atlantic
Abacus Data,2020-06-09,449,1780,6.495386533491134,Liberal,0.43,Atlantic
Léger,2020-06-06,452,1523,6.247049911932488,Liberal,0.63,Atlantic
Léger,2020-05-30,459,1536,6.260338320293149,Liberal,0.58,Atlantic
Abacus Data,2020-05-28,461,1800,6.5135556243263055,Liberal,0.53,Atlantic
Léger,2020-05-24,465,1510,6.2336761590133065,Liberal,0.45,Atlantic
Angus Reid,2020-05-22,467,5001,8.409384569214835,Liberal,0.51,Atlantic
Léger,2020-05-16,473,1513,6.236770051681676,Liberal,0.54,Atlantic
Abacus Data,2020-05-16,473,1800,6.5135556243263055,Liberal,0.54,Atlantic
Léger,2020-05-09,480,1526,6.250123996309931,Liberal,0.56,Atlantic
Mainstreet Research,2020-05-07,482,1232,5.924513275330598,Liberal,0.57,Atlantic
EKOS,2020-05-04,485,5276,8.522680282008677,Liberal,0.56,Atlantic
Innovative Research,2020-05-03,486,1287,5.989556096181436,Liberal,0.48,Atlantic
Léger,2020-05-02,487,1526,6.250123996309931,Liberal,0.44,Atlantic
Research Co.,2020-05-02,487,1000,5.623413251903491,Liberal,0.37,Atlantic
Léger,2020-04-25,494,1515,6.238830091616307,Liberal,0.68,Atlantic
Abacus Data,2020-04-22,497,2481,7.057594322547102,Liberal,0.47,Atlantic
Angus Reid,2020-04-16,503,1912,6.612595724687159,Liberal,0.41,Atlantic
Léger,2020-04-11,508,1508,6.231611001811265,Liberal,0.59,Atlantic
Innovative Research,2020-04-01,518,1500,6.223329772884783,Liberal,0.44,Atlantic
EKOS,2020-03-23,527,2304,6.928203230275509,Liberal,0.39,Atlantic
Mainstreet Research,2020-03-17,533,1665,6.387833085343287,Liberal,0.54,Atlantic
Léger,2020-03-01,549,1540,6.264410087206709,Liberal,0.5,Atlantic
Angus Reid,2020-02-26,553,5043,8.426985410591618,Liberal,0.32,Atlantic
Campaign Research,2020-02-25,554,1606,6.330476271105339,Liberal,0.35,Atlantic
Léger,2020-01-30,580,1501,6.224366735308985,Liberal,0.37,Atlantic
Léger,2020-01-19,591,1552,6.276577985429992,Liberal,0.29,Atlantic
Mainstreet Research,2020-01-17,593,1470,6.191976988439285,Liberal,0.56,Atlantic
Abacus Data,2020-01-17,593,1500,6.223329772884783,Liberal,0.39,Atlantic
Léger,2020-01-05,605,1554,6.278599102415606,Liberal,0.34,Atlantic
Abacus Data,2019-12-14,627,1500,6.223329772884783,Liberal,0.51,Atlantic
Angus Reid,2019-12-13,628,2011,6.696579324517654,Liberal,0.36,Atlantic
EKOS,2019-12-07,634,2339,6.954366193793291,Liberal,0.41,Atlantic
Léger,2019-11-21,650,3040,7.425375075264609,Liberal,0.4,Atlantic
Léger,2021-08-29,3,2005,6.691578763974629,Liberal,0.33,Quebec
Ipsos,2021-08-29,3,1501,6.224366735308985,Liberal,0.31,Quebec
Research Co.,2021-08-29,3,1000,5.623413251903491,Liberal,0.4,Quebec
EKOS,2021-08-29,3,936,3.19343686757474,Liberal,0.32,Quebec
EKOS,2021-08-28,4,1226,2.9586433884477863,Liberal,0.29,Quebec
Angus Reid,2021-08-28,4,1639,6.362748223841198,Liberal,0.31,Quebec
Abacus Data,2021-08-27,5,2000,6.68740304976422,Liberal,0.29,Quebec
EKOS,2021-08-27,5,1157,2.9161062524962076,Liberal,0.31,Quebec
