pollster,median_date,mode,n,LV,region,party,pct
Campaign Research,2019-09-19,telephone,2513,FALSE,Quebec,Liberal,
Abacus Data,2019-09-20,online,1929,FALSE,Quebec,Liberal,0.35
EKOS,2019-09-20,online,1152,FALSE,Quebec,Liberal,0.3
Forum Research,2019-09-20,IVR,2449,FALSE,Quebec,Liberal,0.37
Insights West,2019-09-21,online,6936,FALSE,Quebec,Liberal,
Angus Reid,2019-09-22,online,1523,FALSE,Quebec,Liberal,0.31
Leger,2019-09-22,online,2153,FALSE,Quebec,Liberal,0.32
Innovative Research,2019-09-23,online,2303,FALSE,Quebec,Liberal,0.35
Abacus Data,2019-09-25,online,1975,FALSE,Quebec,Liberal,0.39
Research Co.,2019-09-25,online,1000,FALSE,Quebec,Liberal,0.37
Nanos Research,2019-09-25,online,2827,FALSE,Quebec,Liberal,0.353
EKOS,2019-09-28,online,1492,FALSE,Quebec,Liberal,0.34
Angus Reid,2019-09-29,online,1522,FALSE,Quebec,Liberal,0.32
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Quebec,Liberal,0.37
Leger,2019-09-29,online,1558,FALSE,Quebec,Liberal,0.34
Forum Research,2019-10-01,IVR,1853,FALSE,Quebec,Liberal,0.36
Campaign Research,2019-10-01,online,4755,FALSE,Quebec,Liberal,0.33
Abacus Data,2019-10-04,online,1556,FALSE,Quebec,Liberal,0.41
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Quebec,Liberal,
Innovative Research,2019-10-05,online,2835,FALSE,Quebec,Liberal,0.37
Forum Research,2019-10-08,IVR,1013,FALSE,Quebec,Liberal,0.27
Leger,2019-10-08,online,2150,FALSE,Quebec,Liberal,0.31
Leger,2019-10-08,online,9317,FALSE,Quebec,Liberal,0.31
Lethbridge College,2019-10-08,online,9474,FALSE,Quebec,Liberal,
Innovative Research,2019-10-09,online,2394,FALSE,Quebec,Liberal,0.37
Angus Reid,2019-10-09,online,3031,FALSE,Quebec,Liberal,0.3
EKOS,2019-10-09,online,1947,FALSE,Quebec,Liberal,0.32
Campaign Research,2019-10-09,online,4037,FALSE,Quebec,Liberal,0.31
Abacus Data,2019-10-09,online,3000,FALSE,Quebec,Liberal,0.37
DART/Maru,2019-10-09,online,1310,FALSE,Quebec,Liberal,0.27
Nanos Research,2019-10-09,telephone,3705,FALSE,Quebec,Liberal,0.347
Forum Research,2019-10-11,IVR,4338,FALSE,Quebec,Liberal,0.33
EKOS,2019-10-13,online,1904,FALSE,Quebec,Liberal,0.28
Angus Reid,2019-10-14,online,2100,FALSE,Quebec,Liberal,0.29
Leger,2019-10-14,online,13013,FALSE,Quebec,Liberal,0.31
Forum Research,2019-10-16,IVR,1028,FALSE,Quebec,Liberal,0.32
DART/Maru,2019-10-16,online,1518,FALSE,Quebec,Liberal,0.3
EKOS,2019-10-16,online,1881,FALSE,Quebec,Liberal,0.33
Innovative Research,2019-10-16,online,3094,FALSE,Quebec,Liberal,0.36
Innovative Research,2019-10-16,online,1964,FALSE,Quebec,Liberal,0.31
Campaign Research,2019-10-17,online,1987,FALSE,Quebec,Liberal,0.33
Abacus Data,2019-10-18,online,2000,FALSE,Quebec,Liberal,0.32
Campaign Research,2019-10-18,online,5039,FALSE,Quebec,Liberal,0.33
Leger,2019-10-18,online,2117,FALSE,Quebec,Liberal,0.33
Research Co.,2019-10-19,online,957,FALSE,Quebec,Liberal,0.34
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Quebec,Conservative,0.187
Campaign Research,2018-01-11,online,1887,FALSE,Quebec,Conservative,0.14
Forum Research,2018-01-24,IVR,1408,FALSE,Quebec,Conservative,0.22
Abacus Data,2018-01-28,online,1411,FALSE,Quebec,Conservative,0.16
Campaign Research,2018-02-10,online,2227,FALSE,Quebec,Conservative,0.13
Ipsos,2018-03-01,online,1001,FALSE,Quebec,Conservative,0.2
Forum Research,2018-03-01,IVR,941,FALSE,Quebec,Conservative,0.36
Abacus Data,2018-03-04,online,1411,FALSE,Quebec,Conservative,0.19
Angus Reid,2018-03-15,online,5423,FALSE,Quebec,Conservative,0.23
Ipsos,2018-03-23,online,1001,FALSE,Quebec,Conservative,0.22
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Quebec,Conservative,0.223
Forum Research,2018-04-20,IVR,1585,FALSE,Quebec,Conservative,0.31
Ipsos,2018-04-30,online,1907,FALSE,Quebec,Conservative,0.2
Innovative Research,2018-05-02,telephone,1000,FALSE,Quebec,Conservative,0.18
Leger,2018-05-10,online,2103,FALSE,Quebec,Conservative,0.29
Innovative Research,2018-05-14,online,2327,FALSE,Quebec,Conservative,0.27
Forum Research,2018-05-16,IVR,969,FALSE,Quebec,Conservative,0.38
Angus Reid,2018-06-14,online,1023,FALSE,Quebec,Conservative,0.2
Ipsos,2018-06-15,online,1001,FALSE,Quebec,Conservative,0.19
Campaign Research,2018-06-18,online,1579,FALSE,Quebec,Conservative,0.22
Ipsos,2018-06-29,online,1002,FALSE,Quebec,Conservative,0.26
Ipsos,2018-07-16,online,1000,FALSE,Quebec,Conservative,0.21
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Quebec,Conservative,0.251
Abacus Data,2018-07-22,online,2000,FALSE,Quebec,Conservative,0.23
EKOS,2018-07-26,IVR,1302,FALSE,Quebec,Conservative,0.23
Forum Research,2018-08-12,IVR,1777,FALSE,Quebec,Conservative,0.24
Abacus Data,2018-08-20,online,1500,FALSE,Quebec,Conservative,0.22
Abacus Data,2018-08-25,online,1000,FALSE,Quebec,Conservative,0.19
Campaign Research,2018-09-14,online,1486,FALSE,Quebec,Conservative,0.23
Abacus Data,2018-09-19,online,2000,FALSE,Quebec,Conservative,0.23
DART/Maru,2018-09-19,online,5769,FALSE,Quebec,Conservative,0.25
Pollara,2018-09-20,online,1002,FALSE,Quebec,Conservative,0.26
Innovative Research,2018-10-01,online,2410,FALSE,Quebec,Conservative,0.18
Ipsos,2018-10-09,online,2001,FALSE,Quebec,Conservative,0.22
Forum Research,2018-10-10,IVR,1226,FALSE,Quebec,Conservative,0.22
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Quebec,Conservative,0.196
Campaign Research,2018-11-09,online,2512,FALSE,Quebec,Conservative,0.21
Abacus Data,2018-11-13,online,2490,FALSE,Quebec,Conservative,0.19
Leger,2018-11-20,online,1521,FALSE,Quebec,Conservative,0.23
Forum Research,2018-11-29,IVR,1541,FALSE,Quebec,Conservative,0.29
Ipsos,2018-12-12,online,2001,FALSE,Quebec,Conservative,0.21
Campaign Research,2018-12-13,online,1494,FALSE,Quebec,Conservative,0.21
Abacus Data,2018-12-18,online,2000,FALSE,Quebec,Conservative,0.19
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Quebec,Conservative,0.191
Innovative Research,2019-01-20,telephone,2451,FALSE,Quebec,Conservative,0.2
Abacus Data,2019-02-02,online,2500,FALSE,Quebec,Conservative,0.19
Campaign Research,2019-02-09,online,1590,FALSE,Quebec,Conservative,0.24
Abacus Data,2019-02-10,online,2500,FALSE,Quebec,Conservative,0.22
Ipsos,2019-02-18,online,1002,FALSE,Quebec,Conservative,0.25
Leger,2019-02-19,online,1529,FALSE,Quebec,Conservative,0.24
Angus Reid,2019-02-23,online,1009,FALSE,Quebec,Conservative,0.24
Abacus Data,2019-02-24,online,2374,FALSE,Quebec,Conservative,0.2
Forum Research,2019-02-28,IVR,1301,FALSE,Quebec,Conservative,0.27
Abacus Data,2019-03-02,online,1500,FALSE,Quebec,Conservative,0.21
Ipsos,2019-03-03,online,1000,FALSE,Quebec,Conservative,0.29
Innovative Research,2019-03-03,online,2122,FALSE,Quebec,Conservative,0.18
Campaign Research,2019-03-09,online,1893,FALSE,Quebec,Conservative,0.23
Angus Reid,2019-03-18,online,5807,FALSE,Quebec,Conservative,0.25
Leger,2019-03-20,online,1513,FALSE,Quebec,Conservative,0.24
Forum Research,2019-03-20,IVR,1490,FALSE,Quebec,Conservative,0.22
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Quebec,Conservative,0.224
Ipsos,2019-03-26,online,1002,FALSE,Quebec,Conservative,0.25
Campaign Research,2019-04-05,online,2035,FALSE,Quebec,Conservative,0.19
Forum Research,2019-04-05,IVR,1634,FALSE,Quebec,Conservative,0.26
Innovative Research,2019-04-07,online,2527,FALSE,Quebec,Conservative,0.21
Leger,2019-04-20,online,1522,FALSE,Quebec,Conservative,0.23
Ipsos,2019-04-24,online,1000,FALSE,Quebec,Conservative,0.26
Forum Research,2019-04-24,IVR,1595,FALSE,Quebec,Conservative,0.18
Abacus Data,2019-04-27,online,4015,FALSE,Quebec,Conservative,0.21
Angus Reid,2019-04-28,online,1525,FALSE,Quebec,Conservative,0.26
Campaign Research,2019-05-01,online,1471,FALSE,Quebec,Conservative,0.21
Abacus Data,2019-05-29,online,1500,FALSE,Quebec,Conservative,0.21
Innovative Research,2019-05-29,online,1691,FALSE,Quebec,Conservative,0.21
Angus Reid,2019-06-01,online,4698,FALSE,Quebec,Conservative,0.28
Forum Research,2019-06-01,IVR,1633,FALSE,Quebec,Conservative,0.19
Campaign Research,2019-06-05,online,2735,FALSE,Quebec,Conservative,0.23
Ipsos,2019-06-06,online,1003,FALSE,Quebec,Conservative,0.24
Leger,2019-06-09,online,1528,FALSE,Quebec,Conservative,0.3
Forum Research,2019-06-12,IVR,1471,FALSE,Quebec,Conservative,0.25
EKOS,2019-06-15,IVR,2491,FALSE,Quebec,Conservative,0.26
Forum Research,2019-06-22,IVR,1539,FALSE,Quebec,Conservative,0.23
Innovative Research,2019-06-22,telephone,3055,FALSE,Quebec,Conservative,
DART/Maru,2019-06-26,online,1512,FALSE,Quebec,Conservative,0.29
EKOS,2019-06-28,IVR,1194,FALSE,Quebec,Conservative,0.201
Abacus Data,2019-06-30,online,3092,FALSE,Quebec,Conservative,0.24
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Quebec,Conservative,0.22
Innovative Research,2019-07-03,online,2515,FALSE,Quebec,Conservative,0.23
EKOS,2019-07-08,IVR,425,FALSE,Quebec,Conservative,0.194
Angus Reid,2019-07-09,online,2361,FALSE,Quebec,Conservative,0.27
Campaign Research,2019-07-10,online,1896,FALSE,Quebec,Conservative,0.2
Corbett Communications,2019-07-10,online,3848,FALSE,Quebec,Conservative,
Ipsos,2019-07-14,online,1000,FALSE,Quebec,Conservative,0.24
Abacus Data,2019-07-15,online,1500,FALSE,Quebec,Conservative,0.21
Research Co.,2019-07-16,online,1000,FALSE,Quebec,Conservative,0.23
EKOS,2019-07-17,IVR,1000,FALSE,Quebec,Conservative,
Nanos Research,2019-07-19,telephone,1000,FALSE,Quebec,Conservative,0.15
Leger,2019-07-21,online,1536,FALSE,Quebec,Conservative,0.24
Forum Research,2019-07-23,IVR,4234,FALSE,Quebec,Conservative,0.28
Innovative Research,2019-07-24,telephone,3050,FALSE,Quebec,Conservative,
EKOS,2019-07-25,online,1000,FALSE,Quebec,Conservative,
Forum Research,2019-07-27,IVR,1733,FALSE,Quebec,Conservative,0.23
Innovative Research,2019-07-29,online,1804,FALSE,Quebec,Conservative,0.25
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Quebec,Conservative,0.233
Abacus Data,2019-08-04,online,1422,FALSE,Quebec,Conservative,0.24
EKOS,2019-08-07,online,1000,FALSE,Quebec,Conservative,
Campaign Research,2019-08-11,online,2365,FALSE,Quebec,Conservative,0.21
Narrative Research,2019-08-11,telephone,15843,FALSE,Quebec,Conservative,
Corbett Communications,2019-08-12,online,2750,FALSE,Quebec,Conservative,
Ipsos,2019-08-17,online,1001,FALSE,Quebec,Conservative,0.25
DART/Maru,2019-08-17,online,1342,FALSE,Quebec,Conservative,0.26
Leger,2019-08-18,online,1535,FALSE,Quebec,Conservative,0.27
Abacus Data,2019-08-19,online,2152,FALSE,Quebec,Conservative,0.18
EKOS,2019-08-19,online,750,FALSE,Quebec,Conservative,
EKOS,2019-08-21,online,1067,FALSE,Quebec,Conservative,0.183
Angus Reid,2019-08-24,online,1534,FALSE,Quebec,Conservative,0.2
Abacus Data,2019-08-26,online,4549,FALSE,Quebec,Conservative,0.23
EKOS,2019-08-27,online,1086,FALSE,Quebec,Conservative,
Leger,2019-08-28,online,2102,FALSE,Quebec,Conservative,0.23
EKOS,2019-08-28,online,902,FALSE,Quebec,Conservative,0.194
Innovative Research,2019-09-02,online,1894,FALSE,Quebec,Conservative,0.2
Campaign Research,2019-09-04,online,2094,FALSE,Quebec,Conservative,0.2
EKOS,2019-09-04,online,2393,FALSE,Quebec,Conservative,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Quebec,Conservative,0.21
Leger,2019-09-08,online,1546,FALSE,Quebec,Conservative,0.22
Abacus Data,2019-09-08,online,2000,FALSE,Quebec,Conservative,0.23
Insights West,2019-09-08,online,6952,FALSE,Quebec,Conservative,
Forum Research,2019-09-11,IVR,1001,FALSE,Quebec,Conservative,0.213
DART/Maru,2019-09-11,online,1517,FALSE,Quebec,Conservative,0.28
Innovative Research,2019-09-13,online,1622,FALSE,Quebec,Conservative,0.22
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Quebec,Conservative,0.24
Leger,2019-09-15,online,1598,FALSE,Quebec,Conservative,0.21
Nanos Research,2019-09-15,online,2670,FALSE,Quebec,Conservative,0.2
Angus Reid,2019-09-17,online,1805,FALSE,Quebec,Conservative,
Campaign Research,2019-09-19,online,2575,FALSE,Quebec,Conservative,
Campaign Research,2019-09-19,telephone,2513,FALSE,Quebec,Conservative,
Abacus Data,2019-09-20,online,1929,FALSE,Quebec,Conservative,0.24
EKOS,2019-09-20,online,1152,FALSE,Quebec,Conservative,0.159
Forum Research,2019-09-20,IVR,2449,FALSE,Quebec,Conservative,0.17
Insights West,2019-09-21,online,6936,FALSE,Quebec,Conservative,
Angus Reid,2019-09-22,online,1523,FALSE,Quebec,Conservative,0.19
Leger,2019-09-22,online,2153,FALSE,Quebec,Conservative,0.23
Innovative Research,2019-09-23,online,2303,FALSE,Quebec,Conservative,0.21
Abacus Data,2019-09-25,online,1975,FALSE,Quebec,Conservative,0.22
Research Co.,2019-09-25,online,1000,FALSE,Quebec,Conservative,0.21
Nanos Research,2019-09-25,online,2827,FALSE,Quebec,Conservative,0.17
EKOS,2019-09-28,online,1492,FALSE,Quebec,Conservative,0.14
Angus Reid,2019-09-29,online,1522,FALSE,Quebec,Conservative,0.23
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Quebec,Conservative,0.18
Leger,2019-09-29,online,1558,FALSE,Quebec,Conservative,0.25
Forum Research,2019-10-01,IVR,1853,FALSE,Quebec,Conservative,0.16
Campaign Research,2019-10-01,online,4755,FALSE,Quebec,Conservative,0.2
Abacus Data,2019-10-04,online,1556,FALSE,Quebec,Conservative,0.2
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Quebec,Conservative,
Innovative Research,2019-10-05,online,2835,FALSE,Quebec,Conservative,0.17
Forum Research,2019-10-08,IVR,1013,FALSE,Quebec,Conservative,0.19
Leger,2019-10-08,online,2150,FALSE,Quebec,Conservative,0.16
Leger,2019-10-08,online,9317,FALSE,Quebec,Conservative,0.16
Lethbridge College,2019-10-08,online,9474,FALSE,Quebec,Conservative,
Innovative Research,2019-10-09,online,2394,FALSE,Quebec,Conservative,0.15
Angus Reid,2019-10-09,online,3031,FALSE,Quebec,Conservative,0.15
EKOS,2019-10-09,online,1947,FALSE,Quebec,Conservative,0.15
Campaign Research,2019-10-09,online,4037,FALSE,Quebec,Conservative,0.14
Abacus Data,2019-10-09,online,3000,FALSE,Quebec,Conservative,0.19
DART/Maru,2019-10-09,online,1310,FALSE,Quebec,Conservative,0.18
Nanos Research,2019-10-09,telephone,3705,FALSE,Quebec,Conservative,0.152
Forum Research,2019-10-11,IVR,4338,FALSE,Quebec,Conservative,0.15
EKOS,2019-10-13,online,1904,FALSE,Quebec,Conservative,0.18
Angus Reid,2019-10-14,online,2100,FALSE,Quebec,Conservative,0.17
Leger,2019-10-14,online,13013,FALSE,Quebec,Conservative,0.16
Forum Research,2019-10-16,IVR,1028,FALSE,Quebec,Conservative,0.13
DART/Maru,2019-10-16,online,1518,FALSE,Quebec,Conservative,0.19
EKOS,2019-10-16,online,1881,FALSE,Quebec,Conservative,0.14
Innovative Research,2019-10-16,online,3094,FALSE,Quebec,Conservative,0.14
Innovative Research,2019-10-16,online,1964,FALSE,Quebec,Conservative,0.13
Campaign Research,2019-10-17,online,1987,FALSE,Quebec,Conservative,0.16
Abacus Data,2019-10-18,online,2000,FALSE,Quebec,Conservative,0.15
Campaign Research,2019-10-18,online,5039,FALSE,Quebec,Conservative,0.16
Leger,2019-10-18,online,2117,FALSE,Quebec,Conservative,0.15
Research Co.,2019-10-19,online,957,FALSE,Quebec,Conservative,0.1
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Quebec,NDP,0.156
Campaign Research,2018-01-11,online,1887,FALSE,Quebec,NDP,0.13
Forum Research,2018-01-24,IVR,1408,FALSE,Quebec,NDP,0.14
Abacus Data,2018-01-28,online,1411,FALSE,Quebec,NDP,0.16
Campaign Research,2018-02-10,online,2227,FALSE,Quebec,NDP,0.11
Ipsos,2018-03-01,online,1001,FALSE,Quebec,NDP,0.21
Forum Research,2018-03-01,IVR,941,FALSE,Quebec,NDP,0.2
Abacus Data,2018-03-04,online,1411,FALSE,Quebec,NDP,0.17
Angus Reid,2018-03-15,online,5423,FALSE,Quebec,NDP,0.23
Ipsos,2018-03-23,online,1001,FALSE,Quebec,NDP,0.18
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Quebec,NDP,0.12
Forum Research,2018-04-20,IVR,1585,FALSE,Quebec,NDP,0.16
Ipsos,2018-04-30,online,1907,FALSE,Quebec,NDP,0.17
Innovative Research,2018-05-02,telephone,1000,FALSE,Quebec,NDP,0.17
Leger,2018-05-10,online,2103,FALSE,Quebec,NDP,0.15
Innovative Research,2018-05-14,online,2327,FALSE,Quebec,NDP,0.11
Forum Research,2018-05-16,IVR,969,FALSE,Quebec,NDP,0.14
Angus Reid,2018-06-14,online,1023,FALSE,Quebec,NDP,0.11
Ipsos,2018-06-15,online,1001,FALSE,Quebec,NDP,0.14
Campaign Research,2018-06-18,online,1579,FALSE,Quebec,NDP,0.16
Ipsos,2018-06-29,online,1002,FALSE,Quebec,NDP,0.16
Ipsos,2018-07-16,online,1000,FALSE,Quebec,NDP,0.18
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Quebec,NDP,0.105
Abacus Data,2018-07-22,online,2000,FALSE,Quebec,NDP,0.15
EKOS,2018-07-26,IVR,1302,FALSE,Quebec,NDP,0.14
Forum Research,2018-08-12,IVR,1777,FALSE,Quebec,NDP,0.09
Abacus Data,2018-08-20,online,1500,FALSE,Quebec,NDP,0.1
Abacus Data,2018-08-25,online,1000,FALSE,Quebec,NDP,0.12
Campaign Research,2018-09-14,online,1486,FALSE,Quebec,NDP,0.17
Abacus Data,2018-09-19,online,2000,FALSE,Quebec,NDP,0.15
DART/Maru,2018-09-19,online,5769,FALSE,Quebec,NDP,0.18
Pollara,2018-09-20,online,1002,FALSE,Quebec,NDP,0.1
Innovative Research,2018-10-01,online,2410,FALSE,Quebec,NDP,0.15
Ipsos,2018-10-09,online,2001,FALSE,Quebec,NDP,0.13
Forum Research,2018-10-10,IVR,1226,FALSE,Quebec,NDP,0.17
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Quebec,NDP,0.121
Campaign Research,2018-11-09,online,2512,FALSE,Quebec,NDP,0.19
Abacus Data,2018-11-13,online,2490,FALSE,Quebec,NDP,0.17
Leger,2018-11-20,online,1521,FALSE,Quebec,NDP,0.15
Forum Research,2018-11-29,IVR,1541,FALSE,Quebec,NDP,0.11
Ipsos,2018-12-12,online,2001,FALSE,Quebec,NDP,0.16
Campaign Research,2018-12-13,online,1494,FALSE,Quebec,NDP,0.14
Abacus Data,2018-12-18,online,2000,FALSE,Quebec,NDP,0.14
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Quebec,NDP,0.089
Innovative Research,2019-01-20,telephone,2451,FALSE,Quebec,NDP,0.1
Abacus Data,2019-02-02,online,2500,FALSE,Quebec,NDP,0.13
Campaign Research,2019-02-09,online,1590,FALSE,Quebec,NDP,0.1
Abacus Data,2019-02-10,online,2500,FALSE,Quebec,NDP,0.1
Ipsos,2019-02-18,online,1002,FALSE,Quebec,NDP,0.08
Leger,2019-02-19,online,1529,FALSE,Quebec,NDP,0.06
Angus Reid,2019-02-23,online,1009,FALSE,Quebec,NDP,0.14
Abacus Data,2019-02-24,online,2374,FALSE,Quebec,NDP,0.11
Forum Research,2019-02-28,IVR,1301,FALSE,Quebec,NDP,0.12
Abacus Data,2019-03-02,online,1500,FALSE,Quebec,NDP,0.1
Ipsos,2019-03-03,online,1000,FALSE,Quebec,NDP,0.14
Innovative Research,2019-03-03,online,2122,FALSE,Quebec,NDP,0.1
Campaign Research,2019-03-09,online,1893,FALSE,Quebec,NDP,0.16
Angus Reid,2019-03-18,online,5807,FALSE,Quebec,NDP,0.18
Leger,2019-03-20,online,1513,FALSE,Quebec,NDP,0.11
Forum Research,2019-03-20,IVR,1490,FALSE,Quebec,NDP,0.1
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Quebec,NDP,0.063
Ipsos,2019-03-26,online,1002,FALSE,Quebec,NDP,0.12
Campaign Research,2019-04-05,online,2035,FALSE,Quebec,NDP,0.12
Forum Research,2019-04-05,IVR,1634,FALSE,Quebec,NDP,0.06
Innovative Research,2019-04-07,online,2527,FALSE,Quebec,NDP,0.08
Leger,2019-04-20,online,1522,FALSE,Quebec,NDP,0.06
Ipsos,2019-04-24,online,1000,FALSE,Quebec,NDP,0.14
Forum Research,2019-04-24,IVR,1595,FALSE,Quebec,NDP,0.07
Abacus Data,2019-04-27,online,4015,FALSE,Quebec,NDP,0.11
Angus Reid,2019-04-28,online,1525,FALSE,Quebec,NDP,0.11
Campaign Research,2019-05-01,online,1471,FALSE,Quebec,NDP,0.12
Abacus Data,2019-05-29,online,1500,FALSE,Quebec,NDP,0.1
Innovative Research,2019-05-29,online,1691,FALSE,Quebec,NDP,0.08
Angus Reid,2019-06-01,online,4698,FALSE,Quebec,NDP,0.13
Forum Research,2019-06-01,IVR,1633,FALSE,Quebec,NDP,0.06
Campaign Research,2019-06-05,online,2735,FALSE,Quebec,NDP,0.08
Ipsos,2019-06-06,online,1003,FALSE,Quebec,NDP,0.1
Leger,2019-06-09,online,1528,FALSE,Quebec,NDP,0.09
Forum Research,2019-06-12,IVR,1471,FALSE,Quebec,NDP,0.09
EKOS,2019-06-15,IVR,2491,FALSE,Quebec,NDP,0.09
Forum Research,2019-06-22,IVR,1539,FALSE,Quebec,NDP,0.08
Innovative Research,2019-06-22,telephone,3055,FALSE,Quebec,NDP,
DART/Maru,2019-06-26,online,1512,FALSE,Quebec,NDP,0.13
EKOS,2019-06-28,IVR,1194,FALSE,Quebec,NDP,0.08
Abacus Data,2019-06-30,online,3092,FALSE,Quebec,NDP,0.08
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Quebec,NDP,0.086
Innovative Research,2019-07-03,online,2515,FALSE,Quebec,NDP,0.09
EKOS,2019-07-08,IVR,425,FALSE,Quebec,NDP,0.072
Angus Reid,2019-07-09,online,2361,FALSE,Quebec,NDP,0.12
Campaign Research,2019-07-10,online,1896,FALSE,Quebec,NDP,0.1
Corbett Communications,2019-07-10,online,3848,FALSE,Quebec,NDP,
Ipsos,2019-07-14,online,1000,FALSE,Quebec,NDP,0.1
Abacus Data,2019-07-15,online,1500,FALSE,Quebec,NDP,0.08
Research Co.,2019-07-16,online,1000,FALSE,Quebec,NDP,0.08
EKOS,2019-07-17,IVR,1000,FALSE,Quebec,NDP,
Nanos Research,2019-07-19,telephone,1000,FALSE,Quebec,NDP,0.11
Leger,2019-07-21,online,1536,FALSE,Quebec,NDP,0.09
Forum Research,2019-07-23,IVR,4234,FALSE,Quebec,NDP,0.09
Innovative Research,2019-07-24,telephone,3050,FALSE,Quebec,NDP,
EKOS,2019-07-25,online,1000,FALSE,Quebec,NDP,
Forum Research,2019-07-27,IVR,1733,FALSE,Quebec,NDP,0.1
Innovative Research,2019-07-29,online,1804,FALSE,Quebec,NDP,0.08
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Quebec,NDP,0.093
Abacus Data,2019-08-04,online,1422,FALSE,Quebec,NDP,0.09
EKOS,2019-08-07,online,1000,FALSE,Quebec,NDP,
Campaign Research,2019-08-11,online,2365,FALSE,Quebec,NDP,0.11
Narrative Research,2019-08-11,telephone,15843,FALSE,Quebec,NDP,
Corbett Communications,2019-08-12,online,2750,FALSE,Quebec,NDP,
Ipsos,2019-08-17,online,1001,FALSE,Quebec,NDP,0.09
DART/Maru,2019-08-17,online,1342,FALSE,Quebec,NDP,0.14
Leger,2019-08-18,online,1535,FALSE,Quebec,NDP,0.08
Abacus Data,2019-08-19,online,2152,FALSE,Quebec,NDP,0.13
EKOS,2019-08-19,online,750,FALSE,Quebec,NDP,
EKOS,2019-08-21,online,1067,FALSE,Quebec,NDP,0.127
Angus Reid,2019-08-24,online,1534,FALSE,Quebec,NDP,0.11
Abacus Data,2019-08-26,online,4549,FALSE,Quebec,NDP,0.12
EKOS,2019-08-27,online,1086,FALSE,Quebec,NDP,
Leger,2019-08-28,online,2102,FALSE,Quebec,NDP,0.07
EKOS,2019-08-28,online,902,FALSE,Quebec,NDP,0.031
Innovative Research,2019-09-02,online,1894,FALSE,Quebec,NDP,0.09
Campaign Research,2019-09-04,online,2094,FALSE,Quebec,NDP,0.09
